pop,chromosome,window_pos_1,window_pos_2,avg_pi,no_sites,count_diffs,count_comparisons,count_missing
Salish,Scaffold_2__1_contigs__length_29129875,27075001,27090000,0.0393583387224258,212,2191,55668,128
B_SPWA,Scaffold_2__1_contigs__length_29129875,27075001,27090000,0.0374968959523218,212,906,24162,92
E_NCCA,Scaffold_2__1_contigs__length_29129875,27075001,27090000,0.0376522810379553,212,11553,306834,1228
B_SPWA,Scaffold_2__1_contigs__length_29129875,27090001,27105000,0.0911193339500462,74,788,8648,16
E_NCCA,Scaffold_2__1_contigs__length_29129875,27090001,27105000,0.0758519043515379,74,9418,124163,122
Salish,Scaffold_2__1_contigs__length_29129875,27090001,27105000,0.0833894442430206,74,1610,19307,50
B_SPWA,Scaffold_2__1_contigs__length_29129875,27105001,27120000,0.0571439792632157,1068,7275,127310,60
E_NCCA,Scaffold_2__1_contigs__length_29129875,27105001,27120000,0.0638589270846986,1068,120344,1884529,102
Salish,Scaffold_2__1_contigs__length_29129875,27105001,27120000,0.0676853103107427,1068,19584,289339,242
Salish,Scaffold_2__1_contigs__length_29129875,27120001,27135000,0.0574655167422434,1406,21835,379967,362
E_NCCA,Scaffold_2__1_contigs__length_29129875,27120001,27135000,0.0568201939359599,1406,141195,2484944,64
B_SPWA,Scaffold_2__1_contigs__length_29129875,27120001,27135000,0.0543504030346135,1406,9170,168720,0
B_SPWA,Scaffold_2__1_contigs__length_29129875,27135001,27150000,0.0681181941794165,1461,11923,175034,20
Salish,Scaffold_2__1_contigs__length_29129875,27135001,27150000,0.0733728142518807,1461,28781,392257,494
E_NCCA,Scaffold_2__1_contigs__length_29129875,27135001,27150000,0.074861147270676,1461,193228,2581152,84
E_NCCA,Scaffold_2__1_contigs__length_29129875,27150001,27165000,0.0653636243461182,1201,138448,2118120,132
B_SPWA,Scaffold_2__1_contigs__length_29129875,27150001,27165000,0.0640331514722419,1201,9225,144066,4
Salish,Scaffold_2__1_contigs__length_29129875,27150001,27165000,0.0654150867782607,1201,21220,324390,316
Salish,Scaffold_2__1_contigs__length_29129875,27165001,27180000,0.0748161422120278,1330,26094,348775,834
E_NCCA,Scaffold_2__1_contigs__length_29129875,27165001,27180000,0.0761677779336975,1330,168806,2216239,2442
B_SPWA,Scaffold_2__1_contigs__length_29129875,27165001,27180000,0.0676581777312319,1330,10595,156596,208
E_NCCA,Scaffold_2__1_contigs__length_29129875,27180001,27195000,0.0452911940513516,1625,129847,2866937,162
Salish,Scaffold_2__1_contigs__length_29129875,27180001,27195000,0.0444018378011854,1625,18990,427685,950
B_SPWA,Scaffold_2__1_contigs__length_29129875,27180001,27195000,0.047935955304279,1625,9335,194739,18
E_NCCA,Scaffold_2__1_contigs__length_29129875,27195001,27210000,0.0672495384803649,1576,185748,2762071,482
B_SPWA,Scaffold_2__1_contigs__length_29129875,27195001,27210000,0.0581558623917622,1576,10934,188012,88
Salish,Scaffold_2__1_contigs__length_29129875,27195001,27210000,0.0627674166766935,1576,26083,415550,876
E_NCCA,Scaffold_2__1_contigs__length_29129875,27210001,27225000,0.0462411025014414,1452,118773,2568559,26
B_SPWA,Scaffold_2__1_contigs__length_29129875,27210001,27225000,0.0427355333474924,1452,7445,174211,2
Salish,Scaffold_2__1_contigs__length_29129875,27210001,27225000,0.0418978143759853,1452,16185,386297,654
B_SPWA,Scaffold_2__1_contigs__length_29129875,27225001,27240000,0.0690221628243679,306,2479,35916,56
E_NCCA,Scaffold_2__1_contigs__length_29129875,27225001,27240000,0.0681334088274151,306,35378,519246,388
Salish,Scaffold_2__1_contigs__length_29129875,27225001,27240000,0.0588176481510576,306,4118,70013,678
Salish,Scaffold_2__1_contigs__length_29129875,27240001,27255000,0.0375849851575217,76,785,20886,4
E_NCCA,Scaffold_2__1_contigs__length_29129875,27240001,27255000,0.0624501827260012,76,8305,132986,28
B_SPWA,Scaffold_2__1_contigs__length_29129875,27240001,27255000,0.0342105263157894,76,312,9120,0
B_SPWA,Scaffold_2__1_contigs__length_29129875,27255001,27270000,0.0665803692030616,150,1183,17768,16
Salish,Scaffold_2__1_contigs__length_29129875,27255001,27270000,0.0595072175211548,150,2391,40180,56
E_NCCA,Scaffold_2__1_contigs__length_29129875,27255001,27270000,0.0593747789801258,150,15111,254502,196
E_NCCA,Scaffold_2__1_contigs__length_29129875,27270001,27285000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27270001,27285000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27270001,27285000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27285001,27300000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27285001,27300000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27285001,27300000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27300001,27315000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27300001,27315000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27300001,27315000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27315001,27330000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27315001,27330000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27315001,27330000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27330001,27345000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27330001,27345000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27330001,27345000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27345001,27360000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27345001,27360000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27345001,27360000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27360001,27375000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27360001,27375000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27360001,27375000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27375001,27390000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27375001,27390000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27375001,27390000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27390001,27405000,0.0128612340536318,81,247,19205,142
B_SPWA,Scaffold_2__1_contigs__length_29129875,27390001,27405000,0.018649798233177,81,171,9169,38
E_NCCA,Scaffold_2__1_contigs__length_29129875,27390001,27405000,0.0287377228082939,81,3950,137450,104
B_SPWA,Scaffold_2__1_contigs__length_29129875,27405001,27420000,0.0328061691282185,64,251,7651,2
E_NCCA,Scaffold_2__1_contigs__length_29129875,27405001,27420000,0.0343009225696892,64,3454,100697,222
Salish,Scaffold_2__1_contigs__length_29129875,27405001,27420000,0.0326435082532643,64,530,16236,64
Salish,Scaffold_2__1_contigs__length_29129875,27420001,27435000,0.0106151990349819,18,44,4145,38
B_SPWA,Scaffold_2__1_contigs__length_29129875,27420001,27435000,0,18,0,1957,14
E_NCCA,Scaffold_2__1_contigs__length_29129875,27420001,27435000,0.0020617065142691,18,57,27647,74
E_NCCA,Scaffold_2__1_contigs__length_29129875,27435001,27450000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27435001,27450000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27435001,27450000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27450001,27465000,0.0620794237513031,41,655,10551,34
B_SPWA,Scaffold_2__1_contigs__length_29129875,27450001,27465000,0.0551213492389962,41,268,4862,4
E_NCCA,Scaffold_2__1_contigs__length_29129875,27450001,27465000,0.0537246796196775,41,3249,60475,214
Salish,Scaffold_2__1_contigs__length_29129875,27465001,27480000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27465001,27480000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27465001,27480000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27480001,27495000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27480001,27495000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27480001,27495000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27495001,27510000,0.1253885556674401,193,2864,22841,22
Salish,Scaffold_2__1_contigs__length_29129875,27495001,27510000,0.1073320765949003,193,5409,50395,130
E_NCCA,Scaffold_2__1_contigs__length_29129875,27495001,27510000,0.1137100416982912,193,37005,325433,282
B_SPWA,Scaffold_2__1_contigs__length_29129875,27510001,27525000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27510001,27525000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27510001,27525000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27525001,27540000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27525001,27540000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27525001,27540000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27540001,27555000,0.0362358525009127,41,397,10956,16
B_SPWA,Scaffold_2__1_contigs__length_29129875,27540001,27555000,0.0479674796747967,41,236,4920,0
E_NCCA,Scaffold_2__1_contigs__length_29129875,27540001,27555000,0.0348353314041615,41,2528,72570,0
Salish,Scaffold_2__1_contigs__length_29129875,27555001,27570000,0.0746450304259634,30,552,7395,42
E_NCCA,Scaffold_2__1_contigs__length_29129875,27555001,27570000,0.0702331409137691,30,3139,44694,148
B_SPWA,Scaffold_2__1_contigs__length_29129875,27555001,27570000,0.0521108179419525,30,158,3032,40
Salish,Scaffold_2__1_contigs__length_29129875,27570001,27585000,0.0353596512472753,38,292,8258,108
B_SPWA,Scaffold_2__1_contigs__length_29129875,27570001,27585000,0.0423245614035087,38,193,4560,0
E_NCCA,Scaffold_2__1_contigs__length_29129875,27570001,27585000,0.0541660273131809,38,3530,65170,36
E_NCCA,Scaffold_2__1_contigs__length_29129875,27585001,27600000,0.0816964770488497,194,26332,322315,370
B_SPWA,Scaffold_2__1_contigs__length_29129875,27585001,27600000,0.0921882581271227,194,2090,22671,42
Salish,Scaffold_2__1_contigs__length_29129875,27585001,27600000,0.0824580799705177,194,3580,43416,472
B_SPWA,Scaffold_2__1_contigs__length_29129875,27600001,27615000,0.0481132075471698,53,306,6360,0
Salish,Scaffold_2__1_contigs__length_29129875,27600001,27615000,0.026307346807828,53,328,12468,96
E_NCCA,Scaffold_2__1_contigs__length_29129875,27600001,27615000,0.0624089431805446,53,4455,71384,404
Salish,Scaffold_2__1_contigs__length_29129875,27615001,27630000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27615001,27630000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27615001,27630000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27630001,27645000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27630001,27645000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27630001,27645000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27645001,27660000,0.0548664122137404,6,460,8384,40
B_SPWA,Scaffold_2__1_contigs__length_29129875,27645001,27660000,0.0541666666666666,6,39,720,0
Salish,Scaffold_2__1_contigs__length_29129875,27645001,27660000,0.067457375833951,6,91,1349,14
E_NCCA,Scaffold_2__1_contigs__length_29129875,27660001,27675000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27660001,27675000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27660001,27675000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27675001,27690000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27675001,27690000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27675001,27690000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27690001,27705000,0,1,0,1540,4
Salish,Scaffold_2__1_contigs__length_29129875,27690001,27705000,0,1,0,231,2
B_SPWA,Scaffold_2__1_contigs__length_29129875,27690001,27705000,0,1,0,120,0
Salish,Scaffold_2__1_contigs__length_29129875,27705001,27720000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27705001,27720000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27705001,27720000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27720001,27735000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27720001,27735000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27720001,27735000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27735001,27750000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27735001,27750000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27735001,27750000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27750001,27765000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27750001,27765000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27750001,27765000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27765001,27780000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27765001,27780000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27765001,27780000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27780001,27795000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27780001,27795000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27780001,27795000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27795001,27810000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27795001,27810000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27795001,27810000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27810001,27825000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27810001,27825000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27810001,27825000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27825001,27840000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27825001,27840000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27825001,27840000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27840001,27855000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27840001,27855000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27840001,27855000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27855001,27870000,0.0332325257399164,111,978,29429,54
B_SPWA,Scaffold_2__1_contigs__length_29129875,27855001,27870000,0.044227696964601,111,526,11893,102
E_NCCA,Scaffold_2__1_contigs__length_29129875,27855001,27870000,0.036200399145155,111,6657,183893,218
E_NCCA,Scaffold_2__1_contigs__length_29129875,27870001,27885000,0.0450443380679588,31,2296,50972,68
B_SPWA,Scaffold_2__1_contigs__length_29129875,27870001,27885000,0.0529569892473118,31,197,3720,0
Salish,Scaffold_2__1_contigs__length_29129875,27870001,27885000,0.0381546496445669,31,263,6893,78
Salish,Scaffold_2__1_contigs__length_29129875,27885001,27900000,0.0210716435881998,38,175,8305,102
B_SPWA,Scaffold_2__1_contigs__length_29129875,27885001,27900000,0.0139064475347661,38,55,3955,42
E_NCCA,Scaffold_2__1_contigs__length_29129875,27885001,27900000,0.0149508624303302,38,963,64411,50
Salish,Scaffold_2__1_contigs__length_29129875,27900001,27915000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27900001,27915000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27900001,27915000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27915001,27930000,0,74,0,8851,2
Salish,Scaffold_2__1_contigs__length_29129875,27915001,27930000,0,74,0,20379,2
E_NCCA,Scaffold_2__1_contigs__length_29129875,27915001,27930000,0,74,0,99803,562
E_NCCA,Scaffold_2__1_contigs__length_29129875,27930001,27945000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,27930001,27945000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27930001,27945000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27945001,27960000,0.0743993169898768,141,1220,16398,36
E_NCCA,Scaffold_2__1_contigs__length_29129875,27945001,27960000,0.1116122136965555,141,23288,208651,726
Salish,Scaffold_2__1_contigs__length_29129875,27945001,27960000,0.0916620471516613,141,2811,30667,378
Salish,Scaffold_2__1_contigs__length_29129875,27960001,27975000,0.0061040744697085,31,40,6553,94
B_SPWA,Scaffold_2__1_contigs__length_29129875,27960001,27975000,0.0047273873306019,31,15,3173,38
E_NCCA,Scaffold_2__1_contigs__length_29129875,27960001,27975000,0.0074376043541427,31,343,46117,154
B_SPWA,Scaffold_2__1_contigs__length_29129875,27975001,27990000,0.0412318470407939,126,565,13703,98
E_NCCA,Scaffold_2__1_contigs__length_29129875,27975001,27990000,0.046816087673022,126,9176,196001,478
Salish,Scaffold_2__1_contigs__length_29129875,27975001,27990000,0.0469684030742954,126,1485,31617,150
Salish,Scaffold_2__1_contigs__length_29129875,27990001,28005000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,27990001,28005000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,27990001,28005000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28005001,28020000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28005001,28020000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28005001,28020000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28020001,28035000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28020001,28035000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28020001,28035000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28035001,28050000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28035001,28050000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28035001,28050000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28050001,28065000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28050001,28065000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28050001,28065000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28065001,28080000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28065001,28080000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28065001,28080000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28080001,28095000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28080001,28095000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28080001,28095000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28095001,28110000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28095001,28110000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28095001,28110000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28110001,28125000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28110001,28125000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28110001,28125000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28125001,28140000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28125001,28140000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28125001,28140000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28140001,28155000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28140001,28155000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28140001,28155000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28155001,28170000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28155001,28170000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28155001,28170000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28170001,28185000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28170001,28185000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28170001,28185000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28185001,28200000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28185001,28200000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28185001,28200000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28200001,28215000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28200001,28215000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28200001,28215000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28215001,28230000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28215001,28230000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28215001,28230000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28230001,28245000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28230001,28245000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28230001,28245000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28245001,28260000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28245001,28260000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28245001,28260000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28260001,28275000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28260001,28275000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28260001,28275000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28275001,28290000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28275001,28290000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28275001,28290000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28290001,28305000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28290001,28305000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28290001,28305000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28305001,28320000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28305001,28320000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28305001,28320000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28320001,28335000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28320001,28335000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28320001,28335000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28335001,28350000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28335001,28350000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28335001,28350000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28350001,28365000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28350001,28365000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28350001,28365000,NA,0,NA,NA,NA
Salish,Scaffold_2__1_contigs__length_29129875,28365001,28380000,NA,0,NA,NA,NA
B_SPWA,Scaffold_2__1_contigs__length_29129875,28365001,28380000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28365001,28380000,NA,0,NA,NA,NA
E_NCCA,Scaffold_2__1_contigs__length_29129875,28380001,28395000,0.2005649717514124,2,710,3540,0
B_SPWA,Scaffold_2__1_contigs__length_29129875,28380001,28395000,0.1791666666666666,2,43,240,0
Salish,Scaffold_2__1_contigs__length_29129875,28380001,28395000,0.4155844155844156,2,192,462,4
B_SPWA,Scaffold_2__1_contigs__length_29129875,28395001,28410000,0,7,0,516,24
E_NCCA,Scaffold_2__1_contigs__length_29129875,28395001,28410000,0.0388580491673275,7,441,11349,18
Salish,Scaffold_2__1_contigs__length_29129875,28395001,28410000,0.035958904109589,7,63,1752,8
B_SPWA,Scaffold_2__1_contigs__length_29129875,28410001,28425000,0.0589921544960772,59,391,6628,32
E_NCCA,Scaffold_2__1_contigs__length_29129875,28410001,28425000,0.0904814783774723,59,8637,95456,156
Salish,Scaffold_2__1_contigs__length_29129875,28410001,28425000,0.0934495192307692,59,1244,13312,136
B_SPWA,Scaffold_2__1_contigs__length_29129875,28425001,28440000,0.1111111111111111,12,160,1440,0
E_NCCA,Scaffold_2__1_contigs__length_29129875,28425001,28440000,0.1235134045555331,12,2451,19844,24
Salish,Scaffold_2__1_contigs__length_29129875,28425001,28440000,0.1236608509335782,12,404,3267,2
Salish,Scaffold_2__1_contigs__length_29129875,28440001,28455000,0.0486783564511907,18,186,3821,54
E_NCCA,Scaffold_2__1_contigs__length_29129875,28440001,28455000,0.0269492758415448,18,815,30242,28
B_SPWA,Scaffold_2__1_contigs__length_29129875,28440001,28455000,0.0407407407407407,18,88,2160,0
E_NCCA,Scaffold_2__1_contigs__length_29129875,28455001,28470000,0.3308441558441558,2,1019,3080,8
Salish,Scaffold_2__1_contigs__length_29129875,28455001,28470000,0,2,0,552,0
B_SPWA,Scaffold_2__1_contigs__length_29129875,28455001,28470000,0.1791666666666666,2,43,240,0
B_SPWA,Scaffold_2__1_contigs__length_29129875,28470001,28485000,NA,0,NA,NA,NA
